"hs","lalpha","auq1","AUQ2"
"6211391530","MEN'S OR BOYS' TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211391540","MEN'S OR BOYS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211391550","MEN'S OR BOYS' SHIRTS EXCLUDED FROM HEADING 6205, OF OTHER TEXTILE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211391560","MEN'S OR BOYS' VESTS, OF OTHER TEXTILE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211391570","MEN'S OR BOYS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6201., OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211391590","MEN'S OR BOYS' OTHER APPAREL, OF OTHER TEXTILE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211393010","MEN'S OR BOYS' TRAKSUITS: OTHER GARMENTS, TROUSERS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211393020","MEN'S OR BOYS' TRAKSUITS: OTHER GARMENTS, OTHER THAN TROUSERS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211393030","MEN'S OR BOYS' SHIRTS, OF WOOL OR FINE ANIMAL HAIR, EXCLUDED FROM HEADING 6205, NOT KNITTED NESOI","DOZ","KG"
"6211393040","MEN'S OR BOYS' VESTS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211393045","MEN'S OR BOYS' OTHER APPAREL, OF WOOL OR FINE ANIMAL HAIR, JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6201., NOT KNITTED NESOI","DOZ","KG"
"6211393051","MEN'S OR BOYS' OTHER APPAREL, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211396010","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; COVERALLS, JUMPSUIT NESOI","DOZ","KG"
"6211396020","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; SUNSUITS, WASHSUITS NESOI","DOZ","KG"
"6211396030","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; TRACK SUITS: TROUSE NESOI","DOZ","KG"
"6211396040","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; TRACK SUIT: OTHER NESOI","DOZ","KG"
"6211396050","MEN OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FI  BERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE, SHIRTS EXCLUDING 62 NESOI","DOZ","KG"
"6211396060","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE, VESTS NESOI","DOZ","KG"
"6211396070","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE, JACKETS EXCLUDED 62 NESOI","DOZ","KG"
"6211396090","MEN'S OR BOYS' OTHER GARMENTS, OF OTHER TEXTILE FIBERS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE, OTHER NESOI","DOZ","KG"
"6211398010","MEN'S OR BOYS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398020","MEN'S OR BOYS' WASHSUITS, SUNSUITS, ONE-PIECE PLAYSUITS AND SIMILAR APPAREL, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398030","MEN'S OR BOYS' TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398040","MEN'S OR BOYS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398050","MEN'S OR BOYS' SHIRTS EXCLUDED FROM HEADING 6205, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398060","MEN'S OR BOYS' VESTS, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211398070","MEN'S OR BOYS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6201., OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211398090","MEN'S OR BOYS' OTHER APPAREL, OF OTHER TEXTILE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211420503","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED, DOWN FILLED RPO","DOZ","KG"
"6211420507","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED, INSULATED FOR COLD WEATHER PROTECTION RPO","DOZ","KG"
"6211420510","WOMEN'S COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420520","GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420525","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE -PIECE PLAYSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420530","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420540","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420554","WOMEN'S OR GIRLS' SHIRTS AND BLOUSES EXCLUDED FROM HEADING 6206, OF COTTON, WITH TWO OR MORE COLORS IN THE WARP AND/OR FILLINGS, NOT KNITTED RPO","DOZ","KG"
"6211420556","WOMEN'S OR GIRLS' SHIRTS AND BLOUSES EXCLUDED FROM HEADING 6206, OF COTTON, LESS THAN 2 COLORS IN THE WARP, NOT KNITTED RPO","DOZ","KG"
"6211420560","WOMEN'S OR GIRLS' JUMPERS, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420570","WOMEN'S OR GIRLS' VESTS, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420575","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211420581","WOMEN'S OR GIRLS' OTHER APPAREL, OF COTTON, NOT KNITTED RPO","DOZ","KG"
"6211421003","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED, DOWN FILLED NESOI","DOZ","KG"
"6211421007","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED, INSULATED FOR COLD WEATHER PROTECTION NESOI","DOZ","KG"
"6211421010","WOMEN'S COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421020","GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421025","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE -PIECE PLAYSUITS, AND SIMILAR APPAREL, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421030","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421040","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421054","WOMEN'S OR GIRLS' SHIRTS AND BLOUSES EXCLUDED FROM HEADING 6206, OF COTTON, WITH TWO OR MORE COLORS IN THE WARP AND/OR FILLINGS, NOT KNITTED NESOI","DOZ","KG"
"6211421056","WOMEN'S OR GIRLS' SHIRTS AND BLOUSES EXCLUDED FROM HEADING 6206, OF COTTON, LESS THAN 2 COLORS IN THE WARP, NOT KNITTED NESOI","DOZ","KG"
"6211421060","WOMEN'S OR GIRLS' JUMPERS, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421070","WOMEN'S OR GIRLS' VESTS, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421075","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211421081","WOMEN'S OR GIRLS' OTHER APPAREL, OF COTTON, NOT KNITTED NESOI","DOZ","KG"
"6211430503","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED, DOWN FILLED RPO","DOZ","KG"
"6211430507","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED, INSULATED FOR COLD WEATHER PROTECTION RPO","DOZ","KG"
"6211430510","WOMEN'S COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430520","GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430530","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE-PIECE PLAYSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430540","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430550","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430560","WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT-BLOUSES, AND SIMILAR UPPER BODY GARMENTS EXCLUDED FROM HEADING 6206, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430564","WOMEN'S OR GIRLS' JUMPERS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING 36 PERCENT OR MORE BY WEIGHT OF WOOL OR FINE ANIMAL HAIR RPO","DOZ","KG"
"6211430566","WOMEN'S OR GIRLS' JUMPERS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 36 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR RPO","DOZ","KG"
"6211430574","WOMEN'S OR GIRLS' VESTS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING 36 PERCENT OR MORE BY WEIGHT OF WOOL OR FINE ANIMAL HAIR RPO","DOZ","KG"
"6211430576","WOMEN'S OR GIRLS' VESTS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 36 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR RPO","DOZ","KG"
"6211430578","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211430591","WOMEN'S OR GIRLS' OTHER APPAREL, OF MAN-MADE FIBERS, NOT KNITTED RPO","DOZ","KG"
"6211431003","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED, DOWN FILLED NESOI","DOZ","KG"
"6211431007","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED, INSULATED FOR COLD WEATHER PROTECTION NESOI","DOZ","KG"
"6211431010","WOMEN'S COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431020","GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431030","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE-PIECE PLAYSUITS, AND SIMILAR APPAREL, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431040","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431050","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431060","WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT-BLOUSES, AND SIMILAR UPPER BODY GARMENTS EXCLUDED FROM HEADING 6206, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431064","WOMEN'S OR GIRLS' JUMPERS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING 36 PERCENT OR MORE BY WEIGHT OF WOOL OR FINE ANIMAL HAIR NESOI","DOZ","KG"
"6211431066","WOMEN'S OR GIRLS' JUMPERS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 36 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR NESOI","DOZ","KG"
"6211431074","WOMEN'S OR GIRLS' VESTS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING 36 PERCENT OR MORE BY WEIGHT OF WOOL OR FINE ANIMAL HAIR NESOI","DOZ","KG"
"6211431076","WOMEN'S OR GIRLS' VESTS OF MAN-MADE FIBERS, NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 36 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR NESOI","DOZ","KG"
"6211431078","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211431091","WOMEN'S OR GIRLS' OTHER APPAREL, OF MAN-MADE FIBERS, NOT KNITTED NESOI","DOZ","KG"
"6211490310","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE, CVRALLS, JMPSUTS AND SMLR  RPO","DOZ","KG"
"6211490320","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70% SILK OR SILK WASTE, SUNSUITS, WASHSUITS, ET RPO","DOZ","KG"
"6211490330","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE: TRACK SUITS:TROU RPO","DOZ","KG"
"6211490340","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE: TRACK SUITS: OTH RPO","DOZ","KG"
"6211490350","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE, BLOUSES, SHIRTS AND SIMLR  RPO","DOZ","KG"
"6211490360","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; JUMPERS RPO","DOZ","KG"
"6211490370","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; VESTS RPO","DOZ","KG"
"6211490380","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE; JACKETS EXCLUDED FROM 6202 RPO","DOZ","KG"
"6211490390","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; OTHER RPO","DOZ","KG"
"6211491510","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491520","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491530","WOMEN'S OR GIRLS' BLOUSES, SHIRTS EXCLUDED FROM HEADING 6206, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491540","WOMEN'S OR GIRLS' JUMPERS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491550","WOMEN'S OR GIRLS' VESTS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491555","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211491561","WOMEN'S OR GIRLS' OTHER APPAREL, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED RPO","DOZ","KG"
"6211492510","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492520","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE-PIECE PLAYSUITS, AND SIMILAR APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492530","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492540","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492550","WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT-BLOUSES AND SIMILAR UPPER BODY GARMENTS EXCLUDED FROM HEADING 6206, OF OTHER TEXTILE MATERIALS,NOT KNI RPO","DOZ","KG"
"6211492560","WOMEN'S OR GIRLS' JUMPERS, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492570","WOMEN'S OR GIRLS' VESTS, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492580","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211492590","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED RPO","DOZ","KG"
"6211495010","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE, CVRALLS, JMPSUTS AND SML NESOI","DOZ","KG"
"6211495020","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70% SILK OR SILK WASTE, SUNSUITS, WASHSUITS,  NESOI","DOZ","KG"
"6211495030","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE: TRACK SUITS:TR NESOI","DOZ","KG"
"6211495040","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE: TRACK SUITS:  NESOI","DOZ","KG"
"6211495050","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE, BLOUSES, SHIRTS AND SIML NESOI","DOZ","KG"
"6211495060","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; JUMPERS NESOI","DOZ","KG"
"6211495070","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; VESTS NESOI","DOZ","KG"
"6211495080","WOMEN OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70%SILK OR SILK WASTE; JACKETS EXCLUDED FROM 62 NESOI","DOZ","KG"
"6211495090","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE; OTHER NESOI","DOZ","KG"
"6211496010","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496020","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496030","WOMEN'S OR GIRLS' BLOUSES, SHIRTS EXCLUDED FROM HEADING 6206, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496040","WOMEN'S OR GIRLS' JUMPERS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496050","WOMEN'S OR GIRLS' VESTS, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496055","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211496061","WOMEN'S OR GIRLS' OTHER APPAREL, OF WOOL OR FINE ANIMAL HAIR, NOT KNITTED NESOI","DOZ","KG"
"6211498010","WOMEN'S OR GIRLS' COVERALLS, JUMPSUITS, AND SIMILAR APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498020","WOMEN'S OR GIRLS' SUNSUITS, WASHSUITS, ONE-PIECE PLAYSUITS, AND SIMILAR APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498030","WOMEN'S OR GIRLS' TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498040","WOMEN'S OR GIRLS' OTHER THAN TROUSERS, PART OF A TRACK-SUIT, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498050","WOMEN'S OR GIRLS' BLOUSES, SHIRTS AND SHIRT-BLOUSES AND SIMILAR UPPER BODY GARMENTS EXCLUDED FROM HEADING 6206, OF OTHER TEXTILE MATERIALS,NOT K NESOI","DOZ","KG"
"6211498060","WOMEN'S OR GIRLS' JUMPERS, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498070","WOMEN'S OR GIRLS' VESTS, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498080","WOMEN'S OR GIRLS' OTHER JACKETS AND JACKET-TYPE GARMENTS EXCLUDED FROM HEADING 6202., OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6211498090","WOMEN'S OR GIRLS' OTHER APPAREL, OF OTHER TEXTILE MATERIALS, NOT KNITTED NESOI","DOZ","KG"
"6212103000","BRASSIERES, CONTAINING LACE OR NET OR EMBROIDERY, WHETHER OR NOT KNITTED OR CROCHETED, GREATER THAN OR EQUAL TO 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6212105010","BRASSIERES, CONTAINING LACE OR NET OR EMBROIDERY, OF COTTON, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212105020","BRASSIERES, CONTAINING LACE OR NET OR EMBROIDERY, OF MAN-MADE FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212105030","BRASSIERES, CONTAINING LACE OR NET OR EMBROIDERY, WHETHER OR NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 70 PERCENT SILK OR SILK WASTE","DOZ","KG"
"6212107000","BRASSIERES, NOT CONTAINING LACE OR NET OR EMBROIDERY, WHETHER OR NOT KNITTED OR CROCHETED, GREATER THAN OR EQUAL TO 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6212109010","BRASSIERES, NOT CONTAINING LACE OR NET OR EMBROIDERY, OF COTTON, WHETHER OR NOT KNITTED OR CORCHETED","DOZ","KG"
"6212109020","BRASSIERES, NOT CONTAINING LACE OR NET OR EMBROIDERY, OF MAN-MADE FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212109040","BRASSIERES, NOT CONTAINING LACE OR NET OR EMBROIDERY, WHETHER OR NOT KNITTED OR CROCHETED, CONTAINING LESS THAN 70 PERCENT OF SILK OR SILK WASTE","DOZ","KG"
"6212200010","GIRDLES AND PANTY-GIRDLES, OF COTTON, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212200020","GIRDLES AND PANTY-GIRDLES, OF MAN-MADE FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212200030","GIRDLES AND PANTY-GIRDLES, OF OTHER FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212300010","CORSETS, OF COTTON, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212300020","CORSETS, OF MAN-MADE FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212300030","CORSETS, OF OTHER FIBERS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212900010","SUSPENDERS, GARTERS, AND SIMILAR ARTICLES, OF COTTON OR COTTON AND RUBBER OR PLASTICS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
"6212900020","SUSPENDERS, GARTERS, AND SIMILAR ARTICLES, OF WOOL OR WOOL AND RUBBER OR PLASTICS, WHETHER OR NOT KNITTED OR CROCHETED","DOZ","KG"
